LocationID,Count,ProgID,SurveyDescription,Easting,Northing,Location,Borough,Functional cycling area,latitude,longitude,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count,geometry,population_density
INNCY423,69,INNCY,Inner area cycle surveys,536114,181191,Barnes Street,Tower Hamlets,Inner,51.51325533,-0.039858375,0,0,0,0,0,0,1,6,1,0,8,5,1,2,11,76,6,137,0,0,4,0,69,1,0,20,1,0,0,0,1,1,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,POINT (536114 181191),220.84344827586204
INNCY424,127,INNCY,Inner area cycle surveys,532360,183750,St. Paul Street,Islington,Inner,51.53714276,-0.092963885,0,1,1,1,0,0,1,5,1,0,84,38,13,18,30,321,0,130,0,2,1,0,79,0,0,25,9,0,0,8,3,37,1,15,2,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,POINT (532360 183750),206.18341708542724
INNCY425,52,INNCY,Inner area cycle surveys,537951,181708,Zetland Street,Tower Hamlets,Inner,51.51745597,-0.013200279,0,0,1,0,0,0,2,1,0,0,5,20,0,3,31,129,1,161,0,1,0,0,82,0,0,31,0,0,0,2,3,0,0,1,0,0,0,4,0,0,1,0,4,1,0,0,0,0,0,0,POINT (537951 181708),208.39504132231397
INNCY426,194,INNCY,Inner area cycle surveys,534649,181551,Turner Street,Tower Hamlets,Inner,51.51684112,-0.060819973,1,1,9,0,0,0,5,12,1,0,43,51,3,19,34,211,6,135,0,0,2,0,67,1,0,33,3,0,0,3,0,20,0,0,1,0,2,3,0,0,1,0,3,0,0,0,0,0,0,0,POINT (534649 181551),224.4417177914111
INNCY427,242,INNCY,Inner area cycle surveys,531921,186550,Wilberforce Road,Hackney,Inner,51.56240745,-0.098240798,0,0,1,0,0,1,0,7,0,0,32,39,4,7,36,291,10,102,0,3,0,0,61,0,0,31,3,0,0,5,8,15,4,3,2,0,1,3,0,0,1,0,6,0,0,0,0,0,1,0,POINT (531921 186550),170.5187499999999
INNCY428,80,INNCY,Inner area cycle surveys,530131,186781,Cornwallis Road,Islington,Inner,51.5648988,-0.123963731,0,0,1,0,0,0,3,4,1,0,38,34,0,10,25,250,6,128,0,3,0,0,70,0,0,31,4,0,0,3,5,8,4,6,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,POINT (530131 186781),174.30357142857136
INNCY429,69,INNCY,Inner area cycle surveys,534792,180471,Reardon Street,Tower Hamlets,Inner,51.50710186,-0.059172858,0,1,0,0,0,0,2,14,1,0,25,20,3,7,15,118,0,128,0,1,5,0,63,0,0,21,3,0,0,3,1,6,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,POINT (534792 180471),220.68633093525185
INNCY430,382,INNCY,Inner area cycle surveys,533357,184683,Tottenham Road,Hackney,Inner,51.54529259,-0.07824414,0,0,1,0,0,1,1,2,0,0,18,18,13,1,12,499,1,166,0,0,1,0,92,0,0,15,3,0,0,2,1,7,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,POINT (533357 184683),186.19949494949492
INNCY431,544,INNCY,Inner area cycle surveys,531951,186134,Riversdale Road,Islington,Inner,51.55866209,-0.09796425,0,0,1,0,0,1,0,8,0,0,26,36,4,7,37,288,4,100,0,2,0,0,62,0,0,30,3,0,0,4,6,13,4,3,2,0,1,4,0,0,1,0,6,0,0,0,0,0,0,0,POINT (531951 186134),162.39879518072286
INNCY432,521,INNCY,Inner area cycle surveys,534388,186244,Rendlesham Road,Hackney,Inner,51.55907576,-0.062789264,0,0,0,0,0,0,0,4,0,0,21,18,6,4,18,334,0,114,0,3,1,0,87,0,0,21,6,0,0,5,3,6,2,3,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,POINT (534388 186244),190.90355029585803
INNCY433,207,INNCY,Inner area cycle surveys,534898,184424,Ellingfort Road,Hackney,Inner,51.54259924,-0.056134159,3,0,13,0,0,1,0,0,0,0,28,25,9,0,6,533,0,182,0,0,2,0,99,0,0,12,1,0,1,8,2,6,1,2,0,0,1,0,0,0,3,0,8,0,0,0,0,0,0,0,POINT (534898 184424),197.4005813953488
INNCY434,376,INNCY,Inner area cycle surveys,534675,186764,Mount Pleasant Lane,Hackney,Inner,51.5636802,-0.058452695,0,0,0,0,0,0,0,1,0,0,0,7,0,2,4,186,0,82,0,0,1,0,63,0,0,10,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,POINT (534675 186764),173.25952380952378
INNCY435,148,INNCY,Inner area cycle surveys,535603,182246,Alderney Road,Tower Hamlets,Inner,51.52285855,-0.046812209,0,0,1,0,0,0,2,4,1,0,21,22,5,8,18,170,7,151,0,1,1,0,76,1,0,28,1,0,0,1,2,2,1,0,0,0,1,3,0,0,2,0,2,0,0,0,0,0,0,0,POINT (535603 182246),212.1089285714285
INNCY436,113,INNCY,Inner area cycle surveys,530766,186194,Mayton Street,Islington,Inner,51.55947698,-0.115025912,0,0,1,0,0,1,2,2,0,0,44,53,3,14,47,247,4,97,0,4,1,0,55,0,0,40,7,0,1,6,10,23,5,6,2,0,1,4,0,0,0,0,5,0,0,0,0,0,1,0,POINT (530766 186194),182.76021505376346
INNCY437,166,INNCY,Inner area cycle surveys,529855,182775,Chalton Street,Camden,Inner,51.52896207,-0.129420481,0,1,15,0,1,2,1,4,0,0,91,114,20,37,47,535,26,170,0,8,12,0,90,2,0,38,5,0,1,4,1,41,0,2,0,1,1,3,0,0,0,0,9,0,0,0,0,0,0,0,POINT (529855 182775),271.1218181818179
INNCY438,329,INNCY,Inner area cycle surveys,534944,181078,Watney Street,Tower Hamlets,Inner,51.51252029,-0.056751946,0,1,1,0,0,0,3,14,1,0,32,36,2,12,27,164,3,149,0,1,4,0,75,1,0,31,3,0,0,4,1,12,0,0,1,0,4,5,0,0,1,0,3,0,0,0,0,0,0,0,POINT (534944 181078),227.71783439490454
INNCY439,227,INNCY,Inner area cycle surveys,533584,183317,Pearson Street,Hackney,Inner,51.53296363,-0.075490464,1,1,22,1,0,3,1,2,2,0,49,56,17,7,17,509,0,139,0,1,1,0,80,0,0,36,6,0,1,5,2,9,0,2,1,0,1,0,0,0,7,0,3,0,0,0,0,0,0,0,POINT (533584 183317),206.40663265306125
INNCY440,42,INNCY,Inner area cycle surveys,533057,188275,St. John's Road,Haringey,Inner,51.57764222,-0.081209563,0,0,0,0,0,0,0,4,0,0,9,12,1,3,14,124,5,72,0,0,3,0,71,0,0,18,4,0,0,4,5,8,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,POINT (533057 188275),158.05571428571434
INNCY441,214,INNCY,Inner area cycle surveys,533964,187180,Kyverdale Road,Hackney,Inner,51.56758767,-0.06854551,0,0,0,0,0,0,0,2,0,0,17,19,5,8,21,250,0,74,0,2,2,0,65,0,0,26,6,0,0,5,3,11,3,2,1,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,POINT (533964 187180),171.91275167785236
INNCY442,112,INNCY,Inner area cycle surveys,535528,181455,Aylward Street,Tower Hamlets,Inner,51.51576844,-0.048196511,0,1,0,0,0,0,2,5,1,0,17,23,0,7,18,142,9,140,0,0,2,0,71,1,0,25,0,0,0,2,1,7,0,0,0,0,3,4,0,0,1,0,2,0,0,0,0,0,0,0,POINT (535528 181455),231.9944785276073
INNCY443,40,INNCY,Inner area cycle surveys,534400,176842,Marmont Road,Southwark,Inner,51.47458368,-0.066198223,0,2,5,0,0,0,4,3,0,0,16,10,2,7,12,167,0,82,1,1,2,0,65,0,0,11,3,1,0,0,0,5,2,0,0,0,0,11,0,0,4,0,1,0,0,1,0,0,0,0,POINT (534400 176842),166.52205882352942
INNCY444,150,INNCY,Inner area cycle surveys,532116,178464,Amelia Street,Southwark,Inner,51.48969732,-0.098459123,3,0,2,0,0,0,4,13,0,0,48,29,6,25,38,291,5,153,0,1,8,0,93,0,0,30,4,0,1,4,1,9,3,3,1,0,0,4,0,0,5,0,7,0,0,0,0,0,0,0,POINT (532116 178464),226.23316326530613
INNCY445,13,INNCY,Inner area cycle surveys,537558,175486,Shell Road,Lewisham,Inner,51.46164016,-0.021283037,0,0,0,0,0,0,2,6,0,0,14,14,3,5,23,91,0,115,0,2,0,0,92,1,0,15,4,0,0,4,2,3,3,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,POINT (537558 175486),109.01682242990655
INNCY446,243,INNCY,Inner area cycle surveys,534371,175907,Nigel Road,Southwark,Inner,51.46618829,-0.066970716,0,2,0,0,0,0,1,2,0,0,16,10,2,6,9,187,0,84,1,1,1,0,71,0,0,7,3,1,0,1,0,3,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,POINT (534371 175907),152.0603174603174
INNCY447,277,INNCY,Inner area cycle surveys,534056,177390,Bird in Bush Road,Southwark,Inner,51.47958977,-0.070940609,0,0,5,0,0,0,4,2,0,0,8,8,0,4,10,157,0,79,1,1,2,0,62,0,0,10,3,1,0,1,0,4,1,0,0,0,0,10,0,0,4,0,1,0,0,1,0,0,0,0,POINT (534056 177390),191.0587786259542
INNCY448,34,INNCY,Inner area cycle surveys,535233,176166,Ansdell Road,Southwark,Inner,51.46831062,-0.05446993,0,2,0,0,0,0,0,2,0,0,10,3,1,4,4,108,0,63,0,0,1,0,57,0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (535233 176166),139.34251968503932
INNCY449,358,INNCY,Inner area cycle surveys,533804,177667,St. George's Way,Southwark,Inner,51.48213862,-0.074462442,0,0,0,0,0,0,1,0,0,0,6,3,0,4,11,131,0,69,0,0,1,0,56,0,0,6,2,0,0,1,0,3,1,0,0,0,0,11,0,0,4,0,1,0,0,0,0,0,0,0,POINT (533804 177667),205.4923076923077
INNCY451,49,INNCY,Inner area cycle surveys,530151,172243,Kingscourt Road,Lambeth,Inner,51.43424622,-0.129033486,0,0,0,0,0,0,2,0,0,0,7,6,2,4,4,101,1,75,0,0,1,0,71,0,0,7,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,POINT (530151 172243),123.83519999999996
INNCY453,278,INNCY,Inner area cycle surveys,531658,172405,York Hill,Lambeth,Inner,51.4353542,-0.107306203,0,0,0,0,0,0,2,7,1,0,12,24,0,7,26,124,0,102,0,0,2,0,75,0,0,25,2,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,POINT (531658 172405),106.75042016806724
INNCY455,54,INNCY,Inner area cycle surveys,536984,175259,Montague Avenue,Lewisham,Inner,51.45973937,-0.029628199,0,1,0,0,0,0,2,7,0,0,6,11,1,5,18,58,0,70,0,1,0,0,70,0,0,12,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (536984 175259),106.35229357798167
INNCY456,57,INNCY,Inner area cycle surveys,531610,175904,St. James's Crescent,Lambeth,Inner,51.46680956,-0.106695929,0,0,9,0,0,0,4,1,0,0,27,21,7,7,28,244,2,124,0,0,2,0,82,0,0,21,0,0,0,3,3,3,4,1,2,0,0,2,0,0,2,0,3,2,0,0,0,0,0,0,POINT (531610 175904),170.23947368421048
INNCY457,112,INNCY,Inner area cycle surveys,532051,176615,Paulet Road,Lambeth,Inner,51.47309637,-0.100085493,0,0,7,0,0,1,6,5,0,0,10,17,3,11,23,211,0,106,0,2,3,0,75,0,0,30,3,0,0,3,2,1,2,1,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,POINT (532051 176615),173.07315436241615
INNCY458,37,INNCY,Inner area cycle surveys,532079,173744,Peabody Estate,Lambeth,Inner,51.44728938,-0.100753964,0,0,0,0,0,0,1,5,1,0,9,8,1,3,11,99,0,111,0,0,0,0,62,0,0,12,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (532079 173744),117.97777777777775
INNCY459,156,INNCY,Inner area cycle surveys,531080,175054,Mervan Road,Lambeth,Inner,51.45929381,-0.11463636,0,0,3,0,0,0,3,6,0,0,30,25,9,4,30,284,2,124,0,1,1,0,77,0,0,18,2,0,0,4,2,4,3,0,2,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,POINT (531080 175054),165.71677419354833
INNCY460,33,INNCY,Inner area cycle surveys,536183,178392,Scawen Road,Lewisham,Inner,51.48808636,-0.03994415,0,0,2,0,0,0,0,5,0,0,7,6,1,3,3,76,2,90,0,0,0,1,51,0,0,9,0,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,POINT (536183 178392),162.7009615384615
INNCY461,78,INNCY,Inner area cycle surveys,536979,177473,Edward Place,Lewisham,Inner,51.479636,-0.028842777,0,0,3,0,0,0,1,3,0,0,21,34,9,12,16,135,0,89,0,1,5,1,54,0,0,18,2,0,0,1,3,2,0,1,0,0,1,1,0,0,3,0,7,0,0,0,1,0,0,0,POINT (536979 177473),152.8072
INNCY462,87,INNCY,Inner area cycle surveys,530230,172798,Blairderry Road,Lambeth,Inner,51.43921574,-0.127693707,0,0,0,0,0,0,1,0,0,0,8,6,2,5,9,124,0,74,0,0,1,0,66,0,0,10,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,POINT (530230 172798),134.92753623188403
INNCY463,47,INNCY,Inner area cycle surveys,535203,172541,Thorpewood Avenue,Lewisham,Inner,51.43574224,-0.056285688,0,0,0,0,0,0,0,0,0,0,4,3,1,6,2,31,0,67,0,0,0,0,67,0,0,6,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,POINT (535203 172541),92.99821428571431
INNCY464,250,INNCY,Inner area cycle surveys,531473,178180,Cleaver Square,Lambeth,Inner,51.48729487,-0.107820796,2,0,5,0,0,0,4,20,0,0,46,33,6,20,39,309,3,146,0,0,11,0,87,1,0,33,4,0,1,3,0,7,3,3,3,1,1,4,0,0,5,0,5,2,0,0,0,1,0,0,POINT (531473 178180),200.09318181818173
INNCY465,127,INNCY,Inner area cycle surveys,530189,175991,Mayflower Road,Lambeth,Inner,51.46791979,-0.127109222,0,1,1,0,0,0,6,12,0,0,41,43,16,21,45,282,2,98,0,3,2,0,65,0,0,36,2,0,0,2,1,5,5,1,2,0,1,0,0,1,3,0,4,0,0,0,0,0,0,0,POINT (530189 175991),192.26270270270265
INNCY466,345,INNCY,Inner area cycle surveys,533295,175496,Edgar Kail Way,Southwark,Inner,51.46274907,-0.082606398,0,0,0,0,0,0,0,1,0,0,1,8,0,2,2,151,0,80,0,0,0,0,63,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,POINT (533295 175496),129.03008130081298
INNCY467,295,INNCY,Inner area cycle surveys,529751,176603,Union Grove,Lambeth,Inner,51.47352017,-0.133186847,0,1,1,0,1,0,0,8,0,0,14,31,7,13,21,192,4,74,0,1,2,0,54,0,0,26,2,0,0,1,1,3,2,1,1,0,2,2,0,0,2,0,4,2,0,0,0,0,0,0,POINT (529751 176603),193.80266666666657
INNCY468,15,INNCY,Inner area cycle surveys,531839,171784,Thornlaw Road,Lambeth,Inner,51.42973144,-0.104934748,0,0,0,0,0,0,1,3,0,0,6,21,1,5,26,99,0,91,0,0,5,0,73,0,0,24,3,0,0,2,1,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,POINT (531839 171784),103.72909090909094
INNCY469,24,INNCY,Inner area cycle surveys,533416,171660,Bowen Drive,Southwark,Inner,51.42824836,-0.082310423,0,0,0,0,0,0,0,0,0,0,4,0,2,1,3,39,0,84,0,0,6,0,58,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,POINT (533416 171660),98.73932584269664
INNCY470,225,INNCY,Inner area cycle surveys,531121,176708,Hillyard Street,Lambeth,Inner,51.47414822,-0.113433571,0,0,3,0,0,0,2,4,0,0,20,24,4,9,18,219,2,132,0,0,8,0,77,0,0,28,3,0,0,1,1,1,3,0,2,1,0,1,0,0,3,0,3,1,0,0,0,0,0,0,POINT (531121 176708),196.3862637362636
INNCY471,81,INNCY,Inner area cycle surveys,531754,173396,Deronda Road,Lambeth,Inner,51.44423766,-0.105557448,0,0,0,0,0,0,2,8,1,0,8,13,1,4,14,117,0,107,0,0,0,0,63,0,0,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (531754 173396),119.22499999999995
INNCY472,29,INNCY,Inner area cycle surveys,529623,171260,Babington Road,Lambeth,Inner,51.42553311,-0.136984363,0,0,0,0,0,0,2,1,0,0,2,5,0,6,5,83,1,71,0,0,3,0,69,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,POINT (529623 171260),116.69327731092434
INNCY473,25,INNCY,Inner area cycle surveys,537254,178984,Dockers Tanner Road,Tower Hamlets,Inner,51.49314745,-0.024298346,1,1,2,1,0,0,1,18,0,0,16,15,1,1,31,94,0,88,0,0,1,2,44,0,0,14,3,0,0,1,1,0,0,0,0,0,1,2,0,0,2,0,6,0,0,0,0,0,0,0,POINT (537254 178984),232.63504273504276
INNCY474,199,INNCY,Inner area cycle surveys,534650,178090,Verney Road,Southwark,Inner,51.48573926,-0.062125405,0,0,7,0,0,0,4,2,0,0,3,5,1,6,6,96,0,90,0,1,1,0,64,0,0,6,1,0,0,2,0,2,2,0,0,0,0,7,0,0,4,0,2,0,0,0,0,0,0,0,POINT (534650 178090),159.37906976744185
INNCY475,198,INNCY,Inner area cycle surveys,535167,177098,Clifton Way,Southwark,Inner,51.47670162,-0.055063342,0,0,5,0,0,0,3,2,0,0,3,5,0,4,4,88,0,82,1,1,2,0,56,0,0,10,0,0,0,0,0,2,2,0,0,0,0,6,0,0,3,0,0,0,0,1,0,0,0,0,POINT (535167 177098),149.68914728682165
INNCY476,41,INNCY,Inner area cycle surveys,534616,171684,Longton Avenue,Lewisham,Inner,51.42818051,-0.065050831,0,0,0,0,0,0,0,5,0,0,6,7,1,4,0,34,0,68,0,0,0,0,63,0,0,9,2,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,POINT (534616 171684),87.38863636363637
INNCY477,66,INNCY,Inner area cycle surveys,531060,173702,Athlone Road,Lambeth,Inner,51.44714846,-0.115424506,0,0,0,0,0,0,0,3,0,0,10,11,0,7,21,184,0,102,0,1,0,0,66,0,0,18,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (531060 173702),153.08652482269508
INNCY478,109,INNCY,Inner area cycle surveys,532618,176282,De Crespigny Park,Southwark,Inner,51.46997137,-0.092051388,0,1,6,0,0,1,4,5,0,0,4,11,3,7,13,198,0,84,0,1,3,0,57,0,0,19,1,0,0,3,1,0,2,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,POINT (532618 176282),162.74625850340138
INNCY479,57,INNCY,Inner area cycle surveys,530668,171681,Sunnyhill Road,Lambeth,Inner,51.42907679,-0.121807336,0,0,0,0,0,0,2,0,0,0,6,3,1,5,4,82,1,77,0,0,1,0,75,0,0,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,POINT (530668 171681),118.72258064516127
INNCY480,61,INNCY,Inner area cycle surveys,530862,177272,Richborne Terrace,Lambeth,Inner,51.47927659,-0.11695191,0,0,3,0,0,0,3,10,0,0,34,30,8,9,20,282,7,153,0,0,16,0,87,1,0,25,3,0,0,3,2,1,1,0,2,1,2,1,0,0,4,0,5,2,0,0,0,0,0,0,POINT (530862 177272),197.16071428571425
INNCY481,104,INNCY,Inner area cycle surveys,523375,174665,Chartfield Avenue,Wandsworth,Inner,51.45752793,-0.225618094,0,0,0,0,0,0,0,4,0,0,2,5,0,1,3,64,0,58,0,0,3,0,57,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,POINT (523375 174665),104.5892156862745
INNCY482,95,INNCY,Inner area cycle surveys,524982,173140,Brookwood Road,Wandsworth,Inner,51.44347042,-0.203038416,0,0,0,0,0,0,0,2,0,0,1,5,0,2,2,45,0,43,0,0,1,0,43,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (524982 173140),117.91415929203531
INNCY484,67,INNCY,Inner area cycle surveys,526518,177690,Gertrude Street,Kensington & Chelsea,Inner,51.48402049,-0.179322258,0,0,1,0,0,0,0,24,0,0,82,25,8,12,5,226,0,74,0,0,19,1,69,0,0,12,3,0,0,5,2,35,1,17,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,POINT (526518 177690),196.93405405405403
INNCY485,430,INNCY,Inner area cycle surveys,524026,177839,Greyhound Road,Hammersmith & Fulham,Inner,51.48591102,-0.21514,0,0,8,1,0,0,1,4,0,1,23,19,1,11,17,355,2,76,0,0,4,0,57,0,0,14,4,0,0,1,2,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (524026 177839),220.2538043478261
INNCY486,174,INNCY,Inner area cycle surveys,527312,171373,Coverton Road,Wandsworth,Inner,51.427072,-0.170165198,0,0,0,1,0,0,5,9,2,0,80,24,9,6,16,84,2,77,0,1,2,0,60,0,0,25,3,0,2,3,6,15,3,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,POINT (527312 171373),151.5503759398496
INNCY487,128,INNCY,Inner area cycle surveys,528554,175421,Wix's Lane,Wandsworth,Inner,51.46317073,-0.150841528,0,0,0,0,0,0,1,15,0,0,54,25,14,17,18,110,3,67,0,1,1,0,61,0,0,20,1,0,0,0,1,4,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (528554 175421),144.56250000000006
INNCY488,47,INNCY,Inner area cycle surveys,527915,172336,Noyna Road,Wandsworth,Inner,51.43559076,-0.161149131,0,0,1,0,0,0,7,10,0,0,73,20,8,3,12,78,6,37,0,1,0,0,33,0,0,17,4,0,1,4,3,11,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,POINT (527915 172336),155.2824817518248
INNCY489,323,INNCY,Inner area cycle surveys,529186,174382,Klea Avenue,Lambeth,Inner,51.45368968,-0.142128138,0,0,0,0,0,0,1,9,0,0,31,19,6,10,17,100,6,56,0,1,0,0,54,0,0,10,3,0,0,1,2,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,POINT (529186 174382),136.62538461538458
INNCY491,38,INNCY,Inner area cycle surveys,525965,173427,Atheldene Road,Wandsworth,Inner,51.44583215,-0.188799658,0,0,0,0,0,0,1,13,0,0,12,16,2,6,17,96,0,39,0,3,1,0,36,0,0,6,0,0,0,2,1,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,POINT (525965 173427),126.1358974358974
INNCY492,55,INNCY,Inner area cycle surveys,527529,170947,Sellincourt Road,Wandsworth,Inner,51.4231948,-0.167198821,0,0,0,1,0,0,5,9,2,0,80,21,9,8,16,80,3,82,0,0,2,0,64,0,0,30,3,0,2,3,4,13,3,0,1,0,0,0,0,0,2,0,5,1,1,0,0,0,0,0,POINT (527529 170947),145.75241379310341
INNCY493,199,INNCY,Inner area cycle surveys,527344,176534,Shuttleworth Road,Wandsworth,Inner,51.47344644,-0.167849365,0,0,1,0,0,0,2,10,0,0,31,25,2,7,12,96,1,51,0,1,1,1,46,0,0,18,2,0,0,2,2,3,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (527344 176534),203.42272727272723
INNCY494,101,INNCY,Inner area cycle surveys,528316,176757,Forfar Road,Wandsworth,Inner,51.4752311,-0.153781051,0,0,0,0,1,0,1,7,0,0,24,18,0,8,13,69,1,40,0,3,1,0,40,0,0,16,4,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (528316 176757),192.82857142857142
INNCY495,55,INNCY,Inner area cycle surveys,524438,175184,Esmon Street,Wandsworth,Inner,51.46195982,-0.210143552,0,0,0,0,0,0,0,4,0,0,11,14,0,4,0,137,1,71,0,0,3,2,61,0,0,12,0,0,0,0,0,2,0,1,1,0,2,1,0,0,8,0,2,0,0,1,0,0,0,0,POINT (524438 175184),119.76785714285715
INNCY496,259,INNCY,Inner area cycle surveys,524003,176458,Woodlawn Road,Hammersmith & Fulham,Inner,51.47350483,-0.215955446,0,0,0,0,0,0,1,6,0,0,10,18,1,10,2,181,0,56,0,0,1,1,48,0,0,10,2,0,0,1,1,2,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,POINT (524003 176458),163.33609022556388
INNCY497,36,INNCY,Inner area cycle surveys,522583,174684,Parkstead Road,Wandsworth,Inner,51.45787058,-0.237005183,0,0,0,0,0,0,0,1,0,0,6,4,1,1,4,34,0,51,0,0,1,0,49,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,POINT (522583 174684),105.66962025316455
INNCY498,89,INNCY,Inner area cycle surveys,526808,171842,Smallwood Road,Wandsworth,Inner,51.4313998,-0.177242929,0,0,0,0,0,0,2,5,0,0,67,19,7,6,17,86,2,75,0,1,1,0,60,0,0,21,4,0,1,5,4,13,2,2,1,0,0,2,0,0,1,0,5,2,0,0,0,0,0,0,POINT (526808 171842),143.15566037735846
INNCY499,243,INNCY,Inner area cycle surveys,523143,175536,Erpingham Road,Wandsworth,Inner,51.46540627,-0.228652568,0,0,0,0,0,0,1,5,0,0,7,5,0,1,0,84,0,51,0,0,2,1,46,0,0,5,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,POINT (523143 175536),106.66744186046513
INNCY502,23,INNCY,Inner area cycle surveys,526050,173942,Aslett Street,Wandsworth,Inner,51.45044158,-0.187393917,0,0,1,0,0,0,1,16,0,0,15,17,1,6,17,119,0,69,0,2,0,0,57,0,0,9,2,0,1,3,1,9,0,0,1,0,3,0,0,0,0,0,7,0,0,0,1,0,0,0,POINT (526050 173942),123.96581196581194
INNCY503,46,INNCY,Inner area cycle surveys,528529,175975,Stanley Grove,Wandsworth,Inner,51.4681551,-0.150999962,0,0,0,0,1,0,2,17,0,0,46,29,9,15,23,98,0,65,0,1,1,0,61,0,0,26,0,0,0,0,1,3,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (528529 175975),169.72244897959183
INNCY505,172,INNCY,Inner area cycle surveys,527253,176219,Candahar Road,Wandsworth,Inner,51.47063602,-0.169272224,0,0,1,0,0,0,3,20,0,0,39,41,10,11,24,117,3,76,0,3,3,1,64,0,0,27,4,0,2,2,2,9,1,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (527253 176219),210.17687499999997
