ID,LocationID,Easting,Northing,latitude,longitude,Zone,Postcode,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count
385,New Cross Gate,536250,176967,51.47526487,-0.039529052,2,SE14 6AR,0,0,2,0,0,0,0,4,0,0,13,24,5,9,12,79,0,81,0,0,5,0,60,0,0,10,0,0,0,0,3,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0
386,New Eltham,544005,172999,51.43769078,0.070444619,4,SE9 2AB,0,0,0,0,0,0,0,3,0,1,1,4,0,0,13,16,0,42,0,1,0,0,35,0,0,5,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,New Malden,521392,168612,51.40355549,-0.256218102,4,KT3 4PX,0,0,3,0,0,0,0,5,0,0,16,5,1,2,5,41,0,38,0,0,1,0,38,0,0,4,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
388,New Southgate,528672,192218,51.61409344,-0.143009775,4,N11 1QH,0,0,0,0,0,0,0,2,0,0,3,3,0,0,8,24,0,53,0,1,0,0,48,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Newbury Park,544947,188378,51.57563851,0.090303158,4,IG2 7RN,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,1,26,0,0,2,0,26,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Nine Elms,530058,177332,51.48000105,-0.128500983,1,SW8 2NA,0,0,3,0,0,0,1,9,0,0,20,26,9,10,15,203,7,108,0,1,12,1,68,1,0,21,1,0,0,1,1,2,1,0,3,0,6,2,0,0,3,0,6,2,0,0,0,0,0,0
391,Norbiton,519424,169495,51.41190889,-0.284199943,5,KT2 7AZ,0,0,0,0,0,0,0,0,0,0,3,3,0,5,2,36,0,56,0,1,0,0,56,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
392,Norbury,530650,169690,51.4111883,-0.122799401,3,SW16 3RW,0,0,0,0,0,0,0,5,0,0,5,0,0,1,5,36,0,35,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,North Acton,520831,181937,51.523432,-0.259729524,"2,3",W3 6UP,0,0,0,0,0,0,0,0,0,0,2,2,0,1,4,43,2,86,0,0,0,0,80,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,North Dulwich,532950,174567,51.45448167,-0.08791868,"2,3",SE21 7BX,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,90,0,88,0,0,0,0,62,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395,North Ealing,518816,181243,51.51762182,-0.288993548,3,W5 3AF,0,0,0,0,0,0,0,6,0,0,12,7,2,9,7,73,0,36,0,0,0,0,31,0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,North Greenwich,539168,179827,51.50025516,0.003586259,"2,3",SE10 0PH,0,0,1,0,0,0,0,1,0,0,27,6,4,1,7,60,3,47,0,1,1,2,23,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
397,North Harrow,513540,188578,51.58463071,-0.362632986,5,HA2 7SR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,21,0,41,0,0,0,0,41,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
398,North Sheen,519132,175442,51.46541914,-0.286397462,3,TW9 4QA,1,0,1,0,0,0,0,0,0,0,1,3,0,1,0,35,0,53,0,0,0,0,51,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
399,North Wembley,517663,186198,51.5623958,-0.303948214,4,HA0 3NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,26,0,0,0,0,24,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
400,Northfields,517051,179296,51.50049116,-0.315064813,3,W13 9QU,0,0,0,0,1,0,2,17,1,0,33,13,2,8,11,142,3,34,0,2,0,0,34,0,0,19,2,0,0,1,3,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
401,Northolt,513228,184519,51.5482123,-0.368440588,5,UB5 4AA,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,22,1,60,0,0,0,0,56,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Northolt Park,513829,185579,51.55761847,-0.359434189,5,UB5 4XE,0,0,0,0,0,0,4,4,0,0,11,6,0,3,17,42,0,48,0,1,1,0,47,0,0,16,2,0,0,2,5,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
403,Northumberland Park,534861,191035,51.60201565,-0.054132025,3,N17 0HY,1,0,0,0,0,0,0,0,0,1,0,3,0,4,4,45,0,50,0,0,0,0,39,0,0,14,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
404,Northwick Park,516634,187967,51.57850817,-0.318199386,4,HA3 0AT,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,1,36,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
405,Northwood,509236,191441,51.61121292,-0.423837776,6,HA6 2XL,0,0,0,0,0,0,1,1,0,0,3,4,0,1,1,8,0,30,0,0,0,0,30,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Northwood Hills,510267,190305,51.60080198,-0.409311348,6,HA6 1NZ,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,11,0,45,0,1,1,0,45,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Norwood Junction,534001,168193,51.3969542,-0.075209856,4,SE25 5AG,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,21,0,53,0,0,0,0,53,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
408,Notting Hill Gate,525296,180481,51.50937502,-0.195921616,"1,2",W11 3HT,0,0,3,0,0,0,1,48,1,0,132,57,8,6,23,319,7,85,0,0,13,0,65,0,0,27,8,1,2,9,1,99,1,7,2,0,1,3,0,0,0,0,12,0,0,1,0,0,0,0
409,Nunhead,535293,175975,51.4665799,-0.053679742,2,SE15 3XE,0,1,0,0,0,0,0,2,0,0,5,1,0,3,4,102,0,59,0,0,0,0,58,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Oakleigh Park,527001,194800,51.63767609,-0.166194965,4,EN5 1BU,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,19,0,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
411,Oakwood,529349,195968,51.64763775,-0.131853539,5,N14 4UT,0,0,0,0,0,0,0,2,0,0,4,4,0,1,3,3,0,29,0,0,0,0,29,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Ockendon,559004,182828,51.52199012,0.29048348,7,RM15 6PD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Old Street,532764,182474,51.52558133,-0.087622957,1,EC1V 9NR,2,3,48,2,2,5,8,1,2,0,117,77,39,21,56,559,14,204,0,5,6,0,120,0,0,35,12,0,2,2,1,15,1,5,2,0,7,4,0,1,2,0,12,0,0,0,0,0,0,0
414,Orpington,545500,165900,51.3735202,0.089028902,6,BR6 0SX,0,0,0,0,0,0,2,3,0,0,8,6,0,1,2,15,0,58,0,0,3,0,52,0,0,4,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
415,Osterley,514529,177094,51.48121624,-0.352096089,4,TW7 4PU,0,0,0,0,0,0,0,0,0,1,3,3,0,4,0,35,3,45,0,0,1,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
416,Oval,531108,177516,51.48141242,-0.113321075,2,SE11 4PP,0,0,6,0,0,0,3,17,0,0,34,29,9,11,16,292,5,160,0,0,17,0,92,1,0,28,2,0,0,2,0,0,1,0,2,1,2,2,0,0,7,0,3,2,0,0,0,0,0,0
417,Oxford Circus,529102,181227,51.51522317,-0.14083617,1,W1C 2JS,0,5,100,2,0,5,6,25,0,0,397,155,80,29,110,558,38,182,0,10,19,0,92,0,0,27,10,0,4,13,1,295,5,21,6,0,2,2,0,0,1,0,11,1,0,1,0,0,0,0
418,Paddington,526680,181185,51.5153935,-0.17573675,1,W2 1RH,0,0,6,3,0,0,4,43,2,0,121,66,9,10,39,247,9,118,0,3,24,0,70,0,0,45,8,2,1,7,3,12,5,2,2,0,1,3,0,0,2,0,7,1,0,1,1,0,0,0
419,Palmers Green,530925,192798,51.61878657,-0.110272499,4,N13 4PN,0,0,1,0,0,0,0,4,1,0,4,10,2,1,10,20,0,54,0,0,1,0,49,1,0,6,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Park Royal,519074,182274,51.52683356,-0.284928913,3,W5 3EL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,3,43,0,0,0,0,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Parsons Green,525029,176645,51.47495983,-0.20112449,2,SW6 4HU,0,0,0,0,0,0,1,4,0,0,25,32,5,16,8,293,5,78,0,1,3,0,73,0,0,16,4,0,0,1,2,4,1,12,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0
422,Peckham Rye,534152,176271,51.46951125,-0.069983553,2,SE15 5DQ,0,2,0,0,0,0,1,2,0,0,18,10,2,6,12,208,0,79,1,1,1,0,65,0,0,10,3,1,0,1,0,3,1,0,0,0,0,12,0,0,0,0,1,0,0,1,0,0,0,0
423,Penge East,535374,170791,51.41997526,-0.054495265,4,SE20 7BQ,0,0,0,0,0,0,1,7,1,0,13,16,1,4,17,58,0,60,0,0,1,0,60,0,0,11,9,0,0,1,2,3,1,1,2,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0
424,Penge West,534952,170567,51.41806283,-0.060645764,4,SE20 8NU,0,0,0,0,0,0,1,1,1,0,4,11,0,0,11,57,0,64,0,0,1,0,64,0,0,6,2,0,0,0,0,1,1,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0
425,Perivale,516404,183270,51.53634129,-0.323070416,4,UB6 7NP,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,23,3,27,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Petts Wood,544440,167548,51.38859912,0.07448003,5,BR5 1LZ,0,0,0,0,0,0,1,4,0,0,9,5,1,2,3,10,0,39,0,0,0,0,38,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Phipps Bridge,526534,168717,51.40337643,-0.182296787,"3,4,5,6",CR4 3QN,0,0,1,0,0,0,1,2,0,0,6,8,0,3,7,65,1,59,0,1,0,0,51,0,5,14,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Piccadilly Circus,529612,180625,51.50969653,-0.133711596,1,W1J 9HS,1,6,84,1,0,3,4,5,0,0,414,159,88,38,124,466,44,208,0,8,17,1,106,0,0,29,9,1,1,12,0,241,6,5,6,0,6,0,0,0,3,0,10,0,0,1,0,0,0,0
429,Pimlico,529711,178386,51.48955265,-0.133108257,1,SW1V 2JA,0,0,12,0,1,1,0,13,0,0,49,49,13,14,34,293,10,178,1,2,6,2,95,1,0,31,3,0,0,3,1,8,3,1,1,0,7,1,0,0,2,0,7,2,0,0,0,0,0,0
430,Pinner,512233,189409,51.59236106,-0.381223782,5,HA5 5LZ,1,0,0,0,0,0,1,6,0,0,9,7,1,3,7,27,2,27,0,0,0,0,27,0,0,7,2,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
431,Plaistow,540058,183305,51.53128837,0.017780642,3,E13 0DY,1,0,1,0,0,0,0,3,0,0,3,9,0,1,12,57,4,101,0,0,2,0,61,0,0,21,2,0,0,1,0,0,0,1,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0
432,Plumstead,544803,178820,51.48979257,0.084299617,4,SE18 7EA,0,0,0,0,0,0,0,2,0,0,2,3,0,2,2,15,0,85,0,0,2,0,58,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
433,Ponders End,536097,195599,51.64273064,-0.034525104,5,EN3 4LA,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,20,0,32,0,0,0,0,30,0,0,0,1,0,0,0,1,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
434,Pontoon Dock,541226,180102,51.50221627,0.033325708,3,E16 2SB,1,0,3,0,0,0,0,6,0,0,11,14,2,3,8,64,0,47,0,0,0,1,24,3,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,3,1,0,0,0,0,0,0
435,Poplar,537698,180603,51.50758804,-0.017275493,2,E14 0DS,2,1,9,2,1,3,5,17,0,0,74,44,13,6,84,212,8,159,0,6,2,1,81,0,0,29,6,0,1,5,2,21,1,1,2,0,1,3,0,0,4,0,12,1,0,0,0,0,0,0
436,Preston Road,518260,187292,51.57210325,-0.294972007,4,HA3 0PS,0,0,0,0,0,0,3,6,0,0,3,5,2,1,13,12,1,39,0,0,1,0,33,0,0,13,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Prince Regent,541215,180905,51.50943461,0.033488574,3,E16 3HE,1,0,3,0,0,0,0,8,0,0,17,16,2,2,11,55,0,90,0,0,0,0,49,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0
438,Pudding Mill Lane,537930,183585,51.53432784,-0.012768512,"2,3",E15 2PH,5,0,2,0,0,1,1,5,0,0,14,19,3,1,7,137,2,92,0,1,5,0,45,0,0,11,2,0,0,2,0,5,0,1,0,0,0,5,0,0,5,0,7,0,0,0,0,0,0,0
439,Purfleet,555417,178174,51.4811734,0.236774839,7,RM16 1PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Purley,531500,161497,51.33736337,-0.113613517,6,CR8 2AP,0,0,0,0,1,0,2,7,1,0,10,7,2,2,19,25,0,55,0,0,1,0,52,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,Purley Oaks,532503,162594,51.34698918,-0.098815333,6,CR2 0ND,0,0,1,0,0,0,1,4,0,0,4,6,0,0,8,15,0,32,0,0,1,0,32,0,0,12,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Putney,523992,175061,51.46095218,-0.216603371,"2,3",SW15 1RT,0,0,0,0,0,0,1,6,0,0,10,12,0,2,1,121,1,75,0,0,3,1,67,0,0,10,0,0,0,0,0,1,0,0,1,0,1,1,0,0,8,0,2,0,0,1,0,0,0,0
443,Putney Bridge,524476,175842,51.467865,-0.209365414,2,SW6 3UH,0,0,0,0,0,0,1,9,0,0,14,19,1,8,1,207,1,67,0,0,3,2,57,0,0,11,2,0,0,0,0,2,0,1,1,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0
444,Queens Park,524612,183239,51.53431232,-0.204798147,2,NW6 6HJ,1,0,1,0,0,0,4,4,0,0,12,10,0,1,6,169,1,89,0,0,3,0,72,0,0,13,3,0,0,1,0,0,1,3,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
445,Queens Road Peckham,535015,176825,51.47428462,-0.057354979,2,SE15 2JR,0,2,5,0,0,0,3,2,0,0,13,8,1,6,8,121,0,87,1,1,2,0,63,0,0,12,2,1,0,1,0,2,2,0,0,0,0,7,0,0,3,0,1,0,0,1,0,0,0,0
446,Queensbury,518802,189728,51.59388251,-0.286331593,4,HA8 5NP,0,0,0,0,0,0,0,3,0,0,4,1,1,0,5,22,0,38,0,0,1,0,37,0,0,5,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
447,Queenstown Road,528763,176738,51.47495889,-0.147355311,2,SW8 3RX,0,1,1,0,1,0,2,5,0,0,27,26,3,9,17,87,1,50,0,3,1,0,50,0,0,26,4,0,0,0,0,2,0,3,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0
448,Queensway,525883,180615,51.51044893,-0.187419901,1,W2 4SS,0,0,4,0,0,0,3,39,1,0,127,64,7,5,25,271,9,92,0,1,10,0,64,0,0,32,8,1,1,5,0,65,1,5,2,0,1,2,0,0,0,0,10,0,0,1,0,0,0,0
449,Rainham,552097,182099,51.51734083,0.190691978,6,RM13 9YH,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,36,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
450,Ravensbourne,538699,170201,51.41387037,-0.006937816,4,BR3 5HE,0,0,0,0,0,0,0,0,0,0,3,3,1,0,5,10,0,33,0,0,0,0,33,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
451,Ravenscourt Park,522558,178711,51.4940676,-0.23596923,2,W6 0UG,1,2,11,3,1,0,4,11,0,0,44,28,4,11,26,307,9,99,0,3,5,0,75,0,0,13,5,0,0,3,1,3,3,2,0,0,1,0,0,1,0,0,10,0,0,0,0,0,4,0
452,Rayners Lane,512979,187538,51.57539613,-0.371060806,5,HA5 5EG,0,0,0,0,0,0,1,4,1,0,10,2,1,2,12,18,1,41,0,0,0,0,41,0,0,6,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
453,Raynes Park,523206,169303,51.40937497,-0.229912936,4,SW20 8NE,0,0,5,0,0,0,3,10,0,0,14,6,0,1,5,56,0,50,0,0,0,0,51,0,0,7,4,0,0,1,0,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
454,Reading,471527,173813,51.45878457,-0.971877621,,RG1 1LZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Rectory Road,534001,186199,51.55876337,-0.068385664,2,N16 7QB,0,0,0,0,0,0,0,3,0,0,23,25,12,8,28,457,0,105,0,4,2,0,81,0,0,31,7,0,0,5,4,9,2,3,1,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0
456,Redbridge,541833,188371,51.57636699,0.045394044,4,IG4 5BG,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,2,23,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
457,Reedham,530835,160821,51.33144151,-0.123402624,6,CR8 2DG,0,0,0,0,1,0,1,4,1,0,9,6,2,1,16,18,0,57,0,0,1,0,57,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
458,Reeves Corner,531895,165726,51.37527703,-0.106379778,"3,4,5,6",CR0 1XP,2,0,0,0,1,0,4,8,0,0,12,26,8,9,51,82,0,102,0,1,2,0,75,0,13,11,3,0,2,2,0,9,0,3,3,0,3,1,0,0,2,0,9,0,0,0,0,0,2,0
459,Regents Park,528765,182174,51.52381044,-0.14534441,1,NW1 5HA,3,1,23,2,0,3,3,24,0,0,124,78,21,15,59,427,24,139,0,3,15,0,69,0,0,17,6,0,3,8,1,94,5,16,0,0,1,4,0,0,0,0,11,0,0,0,0,0,0,0
460,Richmond,518072,175174,51.46323239,-0.301739129,4,TW9 2AZ,0,0,0,0,1,0,1,4,0,0,7,23,2,8,6,118,0,55,1,1,2,2,50,0,0,3,2,0,1,1,0,3,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0
461,Rickmansworth,505717,194605,51.64032224,-0.473684571,7,WD3 1QY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Riddlesdown,532497,161001,51.33267467,-0.099493667,6,CR8 1HN,0,0,1,0,0,0,0,1,0,0,1,2,0,1,6,7,0,37,0,0,1,0,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Roding Valley,541612,192882,51.61695652,0.044026207,4,IG9 6LN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Romford,551377,188455,51.57464189,0.183055274,6,RM1 1SX,1,2,1,0,0,0,3,2,5,0,15,17,2,7,9,49,0,84,0,2,0,0,65,0,0,4,4,0,3,1,2,21,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
465,Rotherhithe,535239,179870,51.50159442,-0.052966296,2,SE16 4LF,0,0,1,0,0,0,0,14,0,0,10,15,4,2,10,114,6,130,0,1,4,0,64,0,0,15,2,0,0,1,1,4,0,0,0,0,2,3,0,1,4,0,2,0,0,0,0,0,0,0
466,Royal Albert,542029,180823,51.50849395,0.045177145,3,E16 2QD,0,0,0,0,0,0,0,0,0,0,5,8,1,0,6,27,0,64,0,0,0,0,39,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0
467,Royal Oak,525764,181485,51.51829405,-0.188823672,2,W2 6ET,0,1,8,0,0,0,3,28,2,0,107,65,11,7,38,282,8,103,0,2,13,0,75,0,0,45,8,1,0,5,0,53,2,4,1,0,2,2,0,0,2,0,10,0,0,1,0,0,0,0
468,Royal Victoria,540139,180833,51.50905527,0.017965413,3,E16 1DE,1,0,4,0,0,1,0,5,0,0,21,20,5,3,12,80,5,77,0,0,1,2,39,0,0,10,4,0,0,0,0,2,0,1,0,0,2,1,0,0,2,0,6,1,0,0,0,0,0,0
469,Ruislip,509510,187102,51.57216123,-0.421234916,6,HA4 8LD,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,21,1,43,0,0,1,0,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
470,Ruislip Gardens,510367,185763,51.55995951,-0.409294101,5,HA4 6LG,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,10,0,19,0,0,0,0,19,0,0,2,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
471,Ruislip Manor,510088,187258,51.5734509,-0.412849344,6,HA4 9AA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24,1,42,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
472,Russell Square,530207,182122,51.52301284,-0.124590197,1,WC1N 1LG,0,1,49,1,0,3,4,2,0,0,169,162,28,47,80,647,28,220,0,10,14,0,109,2,0,44,6,0,1,2,0,36,1,5,1,1,2,3,0,0,0,0,11,0,0,0,0,0,0,0
473,Sanderstead,532855,162743,51.3482461,-0.0937085,6,CR2 0PL,0,0,1,0,0,0,1,4,0,0,5,7,0,0,9,16,0,33,0,0,1,0,33,0,0,14,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
474,Sandilands,533869,165749,51.37502215,-0.078026589,"3,4,5,6",CR0 5PN,0,0,0,0,0,0,1,6,0,0,4,7,0,6,15,25,0,43,0,1,0,0,43,0,3,9,2,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
475,Selhurst,532993,167636,51.39218563,-0.089899037,4,SE25 6LL,0,0,0,0,0,0,0,0,0,0,2,3,0,6,4,35,0,51,0,0,0,0,49,0,0,8,0,0,0,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6,0
476,Seven Kings,545401,187095,51.56399351,0.096319575,4,IG3 8RE,0,0,0,0,0,0,3,6,0,0,2,2,1,0,3,11,0,36,0,0,0,0,36,0,0,8,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
477,Seven Sisters,533646,188927,51.58336204,-0.072466823,3,N15 5LA,0,0,0,0,0,0,0,3,0,0,12,16,1,5,21,90,5,84,0,0,0,0,75,0,0,22,6,0,2,3,2,3,0,1,2,0,2,1,0,1,3,0,0,0,0,0,0,0,0,0
478,Shadwell,534936,180942,51.51130006,-0.056919207,2,E1 2QE,0,1,0,0,0,0,3,16,1,0,29,33,2,12,27,146,1,144,0,1,4,0,71,1,0,30,3,0,0,4,1,11,0,0,1,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0
479,Shenfield,561356,195022,51.63087364,0.329952271,7,CM15 8JD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Shepherds Bush,523741,179904,51.5045318,-0.218519157,2,W12 8LH,0,0,10,2,1,0,5,35,0,0,84,38,2,7,37,371,8,68,0,1,6,0,60,0,0,17,5,0,1,9,4,74,4,7,4,0,0,2,0,0,0,0,6,0,1,0,0,0,0,0
481,Shepherds Bush Market,523121,180039,51.50588034,-0.22740049,2,W12 7JD,1,2,11,2,1,0,7,23,0,0,88,50,3,8,46,337,7,77,0,2,6,0,69,0,0,21,7,0,1,12,4,73,3,6,4,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0
