Loss,Val_Acc,Test_Acc
0.12668613053449546,0.13793643805514438,0.1548966710836412
0.12445402693298947,0.13541430893822173,0.1649829143371699
0.12260936437873203,0.13135965019518997,0.1517542934973408
0.11658636719641373,0.1281328981960158,0.14242276682599128
0.11654025893293696,0.12696765964945816,0.15034695766798914
0.11802315744660763,0.12666569913721867,0.13960006952575396
0.11622900317029443,0.1306816616464187,0.14662147240289705
0.11723137194563493,0.1329562607192894,0.14885482810297143
0.115514458102073,0.13034392594812141,0.14052726976509877
0.11633245452135936,0.1273916163195467,0.14268564299139186
0.11424153402388236,0.12578174379077645,0.1358345808876198
0.11016188515351882,0.12593806295582907,0.13481035525438703
0.11211626321807146,0.12522526978368353,0.14579889067587762
0.1107420014463185,0.12398885997601329,0.1368551734070849
0.10966302975463203,0.1215757987981356,0.13300476310076323
0.1112701889087989,0.12270637871711851,0.13376016180722988
0.10838620828664255,0.12296468805215732,0.13402719113108
0.10709557642450133,0.12345007178055714,0.13535733382542664
0.10677929659819055,0.12745891539059329,0.13811010415686925
0.10658885226714261,0.11930955956580086,0.1292869566628009
0.1023199950411964,0.12333709534432145,0.13490513407621552
0.10383555950420266,0.12343919336981117,0.1381253074980665
0.10203322864231522,0.12061364951150491,0.13114568803832571
0.10195752680991166,0.11694102388454322,0.13022017008568867
0.09829337020224269,0.11971100720825809,0.12883702045955486
0.09854433913880815,0.11566124832970842,0.1287639171436394
0.10197690551571614,0.11915389557697656,0.13610412973286773
0.09985616376002275,0.118946209476875,0.1304674134417731
0.0975182979024317,0.12039730005117956,0.12953724723190507
0.0965941354147774,0.11225897865921437,0.12695685020943454
0.09181869727441244,0.1102563073415028,0.12338213030196486
0.09186816260029851,0.11191660074924674,0.12232013622057537
0.09203815238185317,0.11270185971191655,0.12281212087213327
0.09073872199390415,0.11254232548289014,0.12102020893347189
0.09476194011372982,0.1133720743079023,0.12508254846624758
0.09057840615159864,0.11043744310709375,0.1220548687685981
0.08840016670605874,0.11034469935669104,0.12487130012227697
0.09168356904023356,0.10875647890016313,0.12066343295594538
0.09037472398594253,0.10845407313937995,0.12009871594758588
0.08775435336309768,0.10637924769904047,0.1186803343808376
0.08791009094172796,0.10387228287251088,0.11596376121389099
0.08803491846358462,0.11004096690215386,0.12277110357534766
0.08794590488480379,0.10461383854063382,0.11710700149463636
0.08482484716538252,0.10526588776495648,0.11786609489884348
0.08356471653726152,0.10350602912798071,0.11483481404657149
0.08503422958413165,0.10799815967324883,0.11787889298642251
0.0866149692442361,0.10494088978293116,0.11920728295717735
0.08962035763611713,0.10676032987578984,0.12243843713551199
0.0865027959180222,0.1078799729567346,0.11992610144226125
0.08554390615614557,0.1047077050064675,0.11336835104501403
0.0814394846121736,0.10306905811173638,0.11543394869063514
0.08042455448379825,0.09991738735308951,0.11490281298332125
0.08015040808603668,0.0997454995115511,0.11486131688787701
0.07892067071698576,0.09745853938487216,0.1142188777269528
0.08130903031963568,0.10080490664428712,0.11298167100911487
0.07962024490822257,0.09878933885155396,0.1103225981635864
0.07805319319286956,0.1014420998109793,0.11081779605325096
0.07576670631998644,0.09816849924545919,0.11260178285248747
0.07781985069607693,0.09948587234517156,0.1136024896451113
0.07886219151553059,0.10239180142202824,0.11700707966005132
0.07829168768237928,0.09845966856858075,0.11050644823826773
0.07817782002023965,0.09886656015587185,0.1121367450186608
0.0769788077075314,0.09605946272979629,0.10649467559477516
0.07445690530294853,0.09705390170232918,0.11151241606523797
0.07652517244036536,0.09668101310312721,0.10596538427913724
0.07411994074461538,0.0975900608945183,0.10916067899254754
0.07363903894343425,0.0975151326227237,0.1112488187011801
0.07427190095257884,0.09677486449006172,0.1091509322220767
0.0737027417235554,0.09478788767709949,0.1090039995173657
0.07284809544569615,0.09413629290998317,0.11231277058586012
0.06895127310153484,0.09514776774002244,0.10466767498582737
0.07201872540174761,0.093564672890271,0.10837141798911958
0.0734879573566456,0.0962747337884988,0.10844603163773327
0.07308966248048211,0.0942895499373045,0.10730138862857203
0.07167865564940064,0.09886730627306937,0.10946845172759682
0.07186309454649296,0.0951593779768488,0.10943055979034712
0.07644906910937159,0.09862900962465664,0.11103616276608583
0.07336713597813015,0.09138845030309423,0.10668378152453026
0.07024145337618189,0.09517870396790001,0.10794618779467872
0.0692127723484795,0.0904662655855395,0.10405295376899003
0.06853083202841959,0.09319156816173699,0.10606333452102669
0.06974007588468016,0.09712968656788722,0.10556368735619881
0.07530186677705063,0.09584804879750441,0.10517886850477197
0.0698818854907499,0.09131439766933706,0.10541340045029635
0.07021182708884352,0.0890624739009099,0.1049765508466501
0.06717487920042725,0.09151621664029036,0.10476608431753402
0.06864988841058084,0.0941903404058811,0.10327886511407884
0.06855661537325262,0.09259704094676952,0.10374872517561994
0.06598493452705133,0.09044796767293108,0.10287208646698497
0.06454696242860407,0.08982480888449261,0.10366647954831518
0.06546436746042945,0.0905626967591796,0.10184923338440388
0.06494207116983225,0.09074408358922263,0.10256058134174537
0.06585702118884733,0.09296372889089044,0.10751648033622453
0.06813590220859608,0.09397315185986584,0.1064949197154743
0.07146778994736415,0.1017379876537808,0.13307261478808813
0.07474716418548444,0.0898239454516642,0.10382165575974257
0.06631968707559079,0.0883756504176835,0.10791059568492702
0.06578557385399154,0.08911602266720964,0.10238371104448547
0.06516154534161059,0.09005453685883053,0.10190490317319675
0.06582034860288977,0.08769067524230942,0.10183536890220599
0.06284061470811494,0.08698896891367154,0.10200387204959808
0.06270336349580745,0.09085239862209511,0.100930166654006
0.06451563879067919,0.09075129917590852,0.10355911092440924
0.06449813818746504,0.08888261107283815,0.1014028238926829
0.06273069862837785,0.08653904366430566,0.1030202929840889
0.0644580006659685,0.0885104449519136,0.10073806170496642
0.061394238865021905,0.08845468281097732,0.10243151492992517
0.062229373642744924,0.08757307219653558,0.10709357294639432
0.06370876916921439,0.09021731287986964,0.1039765798580047
0.06761435194320531,0.09036815230900218,0.10469250483529166
0.06496150038582037,0.08893420905114616,0.10487197985139368
0.06170407871362482,0.08661284842065663,0.09974238817089506
0.060946228255065474,0.08655707718779411,0.10111808061257006
0.06452289578869043,0.08815922948399071,0.10146609430769808
0.06198244587666639,0.08709517297132359,0.1035771127979079
0.06192949173083133,0.08708442817156353,0.0983349684096774
0.059202430087335604,0.08418708678949526,0.0998995397597564
0.06314148297767086,0.0911908664531238,0.10144655836310153
0.0634040513149988,0.0880243199786231,0.10310844084597193
0.060916680344755114,0.08669152490280185,0.0989886887330242
0.058646810253676955,0.08462584618001426,0.0984906279101343
0.06023283091924244,0.08667590834831085,0.10000748362327844
0.0590903695056559,0.08717348195319737,0.10137145219486021
0.05848300309351789,0.08694349708188823,0.10332435228684868
0.05991217257636522,0.0860144310419963,0.09825711928754358
0.061804626966113545,0.08526786113319672,0.0989135989375206
0.06248528928554806,0.08689028862856983,0.10153045769062273
0.057957570230694914,0.08849931302517478,0.09889123797849676
0.05851832327614798,0.08518150720255666,0.097553679255921
0.057349466162923184,0.08527175647430806,0.09857319899199571
0.058443865416961324,0.08588621983922592,0.09948047820377709
0.059023069767183856,0.08349045298945111,0.09604705704371742
0.05797512447366274,0.08563460287361369,0.1006340739370165
0.05717369320312261,0.08566660231320863,0.09665552354808553
0.05834916952248249,0.08701730368835033,0.0998762416619037
0.06271684912838404,0.08754887013037128,0.10380924915686297
0.05891177505273314,0.08501557796246903,0.09897659626937229
0.05689075398047765,0.08579018508588118,0.09895260138685284
0.05784497918949939,0.08477424026387202,0.09801185192840016
0.057899855789690216,0.0840184573590154,0.10003428692981418
0.0575343417310598,0.09053157759550272,0.0978480386788295
0.056179758266062745,0.08336948250348919,0.09555358122710013
0.05477674904001203,0.08235560970436595,0.09665890147615114
0.05655155731811223,0.082868704277675,0.09850646161058892
0.05665725832372868,0.08432644258833054,0.09653378844153404
0.0548649945515979,0.0834066463014035,0.09792711880019193
0.05478531179469804,0.08253170407400696,0.09808652189884795
0.056237736355168495,0.08200689358916147,0.0977815149117837
0.0555172020534004,0.08333420926703912,0.09649260125086156
0.05546915236535132,0.08426003133466083,0.0985782300451558
0.053368844096271816,0.0823067998436615,0.09733454871283218
0.05688389190488263,0.08417045822309925,0.09746624480681063
0.05727397512748348,0.08339948506976436,0.09611369147536579
0.05650086470570368,0.08663090766855461,0.0980314209126797
0.056349973786056204,0.08507787149475791,0.09915427110880039
0.05456335647614469,0.0859686307888219,0.09677631979331598
0.054005221875031914,0.08349592861817973,0.09603106238588345
0.05258350620139314,0.08282740441245565,0.0976621865065561
0.05466866744990534,0.08215833263397129,0.09714275608065118
